Crop,Crop_Year,Season,State,Area,Production,Annual_Rainfall,Fertilizer,Pesticide,Yield,Avg_Temperature,Max_Temperature,Min_Temperature
Masoor,2015,Rabi       ,Manipur,671.0,623,1329.1,105957.61,221.43,0.928,21.072,29.929,13.601
Moong(Green Gram),2015,Kharif     ,Manipur,451.0,500,1329.1,71217.41,148.83,1.106,21.072,29.929,13.601
Other  Rabi pulses,2015,Rabi       ,Manipur,6271.0,5793,1329.1,990253.61,2069.43,0.921,21.072,29.929,13.601
Other Kharif pulses,2015,Kharif     ,Manipur,1531.0,1718,1329.1,241760.21,505.23,1.132,21.072,29.929,13.601
Peas & beans (Pulses),2015,Rabi       ,Manipur,18290.0,17192,1329.1,2888173.9,6035.7,0.936,21.072,29.929,13.601
Potato,2015,Whole Year ,Manipur,15250.0,129170,1329.1,2408127.5,5032.5,8.489,21.072,29.929,13.601
Rapeseed &Mustard,2015,Rabi       ,Manipur,29000.0,24520,1329.1,4579390.0,9570.0,0.847,21.072,29.929,13.601
Rice,2015,Kharif     ,Manipur,237000.0,508140,1329.1,37424670.0,78210.0,1.877,21.072,29.929,13.601
Soyabean,2015,Kharif     ,Manipur,5105.0,4283,1329.1,806130.55,1684.65,0.836,21.072,29.929,13.601
Sugarcane,2015,Whole Year ,Manipur,6000.0,348000,1329.1,947460.0,1980.0,54.381,21.072,29.929,13.601
Turmeric,2015,Whole Year ,Manipur,2670.0,30962,1329.1,421619.7,881.1,11.857,21.072,29.929,13.601
Urad,2015,Kharif     ,Manipur,1443.0,1618,1329.1,227864.13,476.19,1.136,21.072,29.929,13.601
Wheat,2015,Rabi       ,Manipur,2250.0,5620,1329.1,355297.5,742.5,2.503,21.072,29.929,13.601
Arhar/Tur,2015,Kharif     ,Mizoram,268.0,250,2310.8,42319.88,88.44,1.038,20.602,29.908,12.8
Cotton(lint),2015,Kharif     ,Mizoram,176.0,77,2310.8,27792.16,58.08,0.612,20.602,29.908,12.8
Cowpea(Lobia),2015,Kharif     ,Mizoram,1195.0,1363,2310.8,188702.45,394.35,1.121,20.602,29.908,12.8
Cowpea(Lobia),2015,Rabi       ,Mizoram,107.0,117,2310.8,16896.37,35.31,0.997,20.602,29.908,12.8
Maize,2015,Kharif     ,Mizoram,5672.0,9868,2310.8,895665.52,1871.76,1.946,20.602,29.908,12.8
Maize,2015,Rabi       ,Mizoram,205.0,427,2310.8,32371.55,67.65,2.57,20.602,29.908,12.8
Onion,2015,Rabi       ,Mizoram,5.0,73,2310.8,789.55,1.65,14.6,20.602,29.908,12.8
Other  Rabi pulses,2015,Rabi       ,Mizoram,1277.0,2038,2310.8,201651.07,421.41,1.545,20.602,29.908,12.8
Other Kharif pulses,2015,Kharif     ,Mizoram,860.0,1274,2310.8,135802.6,283.8,1.341,20.602,29.908,12.8
Potato,2015,Kharif     ,Mizoram,6.0,6,2310.8,947.46,1.98,1.0,20.602,29.908,12.8
Potato,2015,Rabi       ,Mizoram,350.0,2894,2310.8,55268.5,115.5,6.275,20.602,29.908,12.8
Rapeseed &Mustard,2015,Rabi       ,Mizoram,743.0,694,2310.8,117327.13,245.19,0.866,20.602,29.908,12.8
Rice,2015,Autumn     ,Mizoram,19851.0,24343,2310.8,3134671.41,6550.83,1.224,20.602,29.908,12.8
Rice,2015,Kharif     ,Mizoram,16804.0,36471,2310.8,2653519.64,5545.32,2.16,20.602,29.908,12.8
Rice,2015,Rabi       ,Mizoram,498.0,1275,2310.8,78639.18,164.34,2.515,20.602,29.908,12.8
Sesamum,2015,Kharif     ,Mizoram,868.0,650,2310.8,137065.88,286.44,0.762,20.602,29.908,12.8
Soyabean,2015,Kharif     ,Mizoram,1048.0,1613,2310.8,165489.68,345.84,1.436,20.602,29.908,12.8
Sugarcane,2015,Whole Year ,Mizoram,1542.0,51270,2310.8,243497.22,508.86,32.858,20.602,29.908,12.8
Tapioca,2015,Kharif     ,Mizoram,135.0,460,2310.8,21317.85,44.55,4.198,20.602,29.908,12.8
Tobacco,2015,Whole Year ,Mizoram,353.0,121,2310.8,55742.23,116.49,0.452,20.602,29.908,12.8
Arhar/Tur,2015,Kharif     ,Nagaland,3050.0,2750,1308.3,481625.5,1006.5,0.887,20.469,29.837,12.835
Bajra,2015,Kharif     ,Nagaland,690.0,700,1308.3,108957.9,227.7,0.989,20.469,29.837,12.835
Barley,2015,Rabi       ,Nagaland,530.0,540,1308.3,83692.3,174.9,1.01,20.469,29.837,12.835
Castor seed,2015,Kharif     ,Nagaland,330.0,220,1308.3,52110.3,108.9,0.62,20.469,29.837,12.835
Cotton(lint),2015,Kharif     ,Nagaland,130.0,80,1308.3,20528.3,42.9,0.615,20.469,29.837,12.835
Cowpea(Lobia),2015,Kharif     ,Nagaland,520.0,770,1308.3,82113.2,171.6,1.477,20.469,29.837,12.835
Ginger,2015,Kharif     ,Nagaland,3720.0,33930,1308.3,587425.2,1227.6,9.121,20.469,29.837,12.835
Gram,2015,Rabi       ,Nagaland,770.0,650,1308.3,121590.7,254.1,0.822,20.469,29.837,12.835
Groundnut,2015,Kharif     ,Nagaland,890.0,920,1308.3,140539.9,293.7,1.028,20.469,29.837,12.835
Horse-gram,2015,Kharif     ,Nagaland,490.0,520,1308.3,77375.9,161.7,1.041,20.469,29.837,12.835
Jowar,2015,Kharif     ,Nagaland,250.0,240,1308.3,39477.5,82.5,0.96,20.469,29.837,12.835
Jute,2015,Kharif     ,Nagaland,2430.0,5830,1308.3,383721.3,801.9,6.172,20.469,29.837,12.835
Linseed,2015,Rabi       ,Nagaland,5790.0,4680,1308.3,914298.9,1910.7,0.805,20.469,29.837,12.835
Maize,2015,Kharif     ,Nagaland,63640.0,125920,1308.3,10049392.4,21001.2,1.978,20.469,29.837,12.835
Maize,2015,Rabi       ,Nagaland,5270.0,10440,1308.3,832185.7,1739.1,1.982,20.469,29.837,12.835
Masoor,2015,Rabi       ,Nagaland,2130.0,1790,1308.3,336348.3,702.9,0.829,20.469,29.837,12.835
Mesta,2015,Kharif     ,Nagaland,1850.0,2050,1308.3,292133.5,610.5,1.105,20.469,29.837,12.835
Moong(Green Gram),2015,Kharif     ,Nagaland,390.0,400,1308.3,61584.9,128.7,1.009,20.469,29.837,12.835
Niger seed,2015,Kharif     ,Nagaland,32370.0,36170,1308.3,5111546.7,10682.1,1.08,20.469,29.837,12.835
Niger seed,2015,Rabi       ,Nagaland,35500.0,33850,1308.3,5605805.0,11715.0,0.959,20.469,29.837,12.835
Other  Rabi pulses,2015,Rabi       ,Nagaland,9320.0,11780,1308.3,1471721.2,3075.6,1.258,20.469,29.837,12.835
Other Kharif pulses,2015,Kharif     ,Nagaland,10480.0,12740,1308.3,1654896.8,3458.4,1.199,20.469,29.837,12.835
Peas & beans (Pulses),2015,Kharif     ,Nagaland,2360.0,3210,1308.3,372667.6,778.8,1.357,20.469,29.837,12.835
Peas & beans (Pulses),2015,Rabi       ,Nagaland,7160.0,7870,1308.3,1130635.6,2362.8,1.1,20.469,29.837,12.835
Potato,2015,Rabi       ,Nagaland,7310.0,73140,1308.3,1154322.1,2412.3,9.954,20.469,29.837,12.835
Ragi,2015,Kharif     ,Nagaland,330.0,320,1308.3,52110.3,108.9,1.001,20.469,29.837,12.835
Rapeseed &Mustard,2015,Rabi       ,Nagaland,27540.0,27840,1308.3,4348841.4,9088.2,1.01,20.469,29.837,12.835
Rice,2015,Kharif     ,Nagaland,176790.0,427240,1308.3,27916908.9,58340.7,2.41,20.469,29.837,12.835
Rice,2015,Rabi       ,Nagaland,4520.0,12220,1308.3,713753.2,1491.6,2.703,20.469,29.837,12.835
Sesamum,2015,Kharif     ,Nagaland,3580.0,2160,1308.3,565317.8,1181.4,0.605,20.469,29.837,12.835
Small millets,2015,Kharif     ,Nagaland,8740.0,9810,1308.3,1380133.4,2884.2,1.116,20.469,29.837,12.835
Soyabean,2015,Kharif     ,Nagaland,24860.0,31170,1308.3,3925642.6,8203.8,1.238,20.469,29.837,12.835
Sugarcane,2015,Kharif     ,Nagaland,4370.0,190200,1308.3,690066.7,1442.1,43.523,20.469,29.837,12.835
Sunflower,2015,Kharif     ,Nagaland,340.0,280,1308.3,53689.4,112.2,0.788,20.469,29.837,12.835
Sunflower,2015,Rabi       ,Nagaland,2170.0,1330,1308.3,342664.7,716.1,0.614,20.469,29.837,12.835
Sweet potato,2015,Kharif     ,Nagaland,1640.0,13950,1308.3,258972.4,541.2,8.505,20.469,29.837,12.835
Tapioca,2015,Kharif     ,Nagaland,2270.0,45880,1308.3,358455.7,749.1,20.188,20.469,29.837,12.835
Urad,2015,Rabi       ,Nagaland,820.0,670,1308.3,129486.2,270.6,0.825,20.469,29.837,12.835
Wheat,2015,Rabi       ,Nagaland,3250.0,5950,1308.3,513207.5,1072.5,1.829,20.469,29.837,12.835
other oilseeds,2015,Kharif     ,Nagaland,2370.0,1420,1308.3,374246.7,782.1,0.596,20.469,29.837,12.835
Arhar/Tur,2015,Kharif     ,Punjab,2600.0,2630,512.6,410566.0,858.0,1.006,24.686,36.911,13.464
Barley,2015,Rabi       ,Punjab,9000.0,33300,512.6,1421190.0,2970.0,3.621,24.686,36.911,13.464
Cotton(lint),2015,Kharif     ,Punjab,339000.0,393000,512.6,53531490.0,111870.0,1.264,24.686,36.911,13.464
Gram,2015,Rabi       ,Punjab,1700.0,2180,512.6,268447.0,561.0,1.258,24.686,36.911,13.464
Groundnut,2015,Kharif     ,Punjab,1000.0,1900,512.6,157910.0,330.0,1.9,24.686,36.911,13.464
Guar seed,2015,Kharif     ,Punjab,48600.0,33440,512.6,7674426.0,16038.0,0.822,24.686,36.911,13.464
Maize,2015,Kharif     ,Punjab,115000.0,424000,512.6,18159650.0,37950.0,3.759,24.686,36.911,13.464
Masoor,2015,Rabi       ,Punjab,600.0,420,512.6,94746.0,198.0,0.65,24.686,36.911,13.464
Moong(Green Gram),2015,Kharif     ,Punjab,6400.0,4290,512.6,1010624.0,2112.0,0.699,24.686,36.911,13.464
Peas & beans (Pulses),2015,Rabi       ,Punjab,3500.0,5300,512.6,552685.0,1155.0,1.475,24.686,36.911,13.464
Rapeseed &Mustard,2015,Rabi       ,Punjab,31000.0,41800,512.6,4895210.0,10230.0,1.329,24.686,36.911,13.464
Rice,2015,Kharif     ,Punjab,2975000.0,11823000,512.6,469782250.0,981750.0,3.923,24.686,36.911,13.464
Sesamum,2015,Kharif     ,Punjab,4700.0,1550,512.6,742177.0,1551.0,0.353,24.686,36.911,13.464
Sugarcane,2015,Whole Year ,Punjab,90000.0,6607000,512.6,14211900.0,29700.0,77.086,24.686,36.911,13.464
Urad,2015,Kharif     ,Punjab,2000.0,1080,512.6,315820.0,660.0,0.614,24.686,36.911,13.464
Wheat,2015,Rabi       ,Punjab,3508000.0,16077000,512.6,553948280.0,1157640.0,4.552,24.686,36.911,13.464
Arhar/Tur,2015,Kharif     ,Telangana,247514.0,103903,747.9,39084935.74,81679.62,0.497,27.095,37.84,17.201
Arhar/Tur,2015,Rabi       ,Telangana,1415.0,937,747.9,223442.65,466.95,0.522,27.095,37.84,17.201
Bajra,2015,Kharif     ,Telangana,1632.0,1531,747.9,257709.12,538.56,0.882,27.095,37.84,17.201
Bajra,2015,Rabi       ,Telangana,4268.0,4003,747.9,673959.88,1408.44,0.864,27.095,37.84,17.201
Banana,2015,Kharif     ,Telangana,1756.0,84008,747.9,277289.96,579.48,48.413,27.095,37.84,17.201
Cashewnut,2015,Kharif     ,Telangana,3036.0,2146,747.9,479414.76,1001.88,0.71,27.095,37.84,17.201
Castor seed,2015,Kharif     ,Telangana,47373.0,16948,747.9,7480670.43,15633.09,0.349,27.095,37.84,17.201
Castor seed,2015,Rabi       ,Telangana,601.0,213,747.9,94903.91,198.33,0.338,27.095,37.84,17.201
Coriander,2015,Kharif     ,Telangana,11.0,8,747.9,1737.01,3.63,0.73,27.095,37.84,17.201
Coriander,2015,Rabi       ,Telangana,998.0,382,747.9,157594.18,329.34,0.403,27.095,37.84,17.201
Cotton(lint),2015,Kharif     ,Telangana,1773256.0,3733072,747.9,280014855.0,585174.48,1.973,27.095,37.84,17.201
Cowpea(Lobia),2015,Kharif     ,Telangana,2167.0,1135,747.9,342190.97,715.11,0.512,27.095,37.84,17.201
Cowpea(Lobia),2015,Rabi       ,Telangana,6021.0,16132,747.9,950776.11,1986.93,2.523,27.095,37.84,17.201
Dry chillies,2015,Kharif     ,Telangana,65188.0,182753,747.9,10293837.08,21512.04,2.256,27.095,37.84,17.201
Dry chillies,2015,Rabi       ,Telangana,16409.0,44857,747.9,2591145.19,5414.97,2.718,27.095,37.84,17.201
Garlic,2015,Rabi       ,Telangana,285.0,1009,747.9,45004.35,94.05,3.522,27.095,37.84,17.201
Ginger,2015,Kharif     ,Telangana,1822.0,11862,747.9,287712.02,601.26,5.522,27.095,37.84,17.201
Ginger,2015,Rabi       ,Telangana,6.0,39,747.9,947.46,1.98,6.5,27.095,37.84,17.201
Gram,2015,Rabi       ,Telangana,69846.0,50357,747.9,11029381.86,23049.18,0.918,27.095,37.84,17.201
Groundnut,2015,Kharif     ,Telangana,13470.0,21503,747.9,2127047.7,4445.1,1.348,27.095,37.84,17.201
Groundnut,2015,Rabi       ,Telangana,114331.0,184409,747.9,18054008.21,37729.23,1.726,27.095,37.84,17.201
Horse-gram,2015,Kharif     ,Telangana,510.0,110,747.9,80534.1,168.3,0.22,27.095,37.84,17.201
Horse-gram,2015,Rabi       ,Telangana,1530.0,684,747.9,241602.3,504.9,0.419,27.095,37.84,17.201
Jowar,2015,Kharif     ,Telangana,45161.0,50527,747.9,7131373.51,14903.13,0.96,27.095,37.84,17.201
Jowar,2015,Rabi       ,Telangana,31197.0,25176,747.9,4926318.27,10295.01,0.868,27.095,37.84,17.201
Linseed,2015,Rabi       ,Telangana,7.0,3,747.9,1105.37,2.31,0.43,27.095,37.84,17.201
Maize,2015,Kharif     ,Telangana,454308.0,1161260,747.9,71739776.28,149921.64,2.983,27.095,37.84,17.201
Maize,2015,Rabi       ,Telangana,118486.0,589814,747.9,18710124.26,39100.38,4.659,27.095,37.84,17.201
Masoor,2015,Rabi       ,Telangana,46.0,16,747.9,7263.86,15.18,0.35,27.095,37.84,17.201
Moong(Green Gram),2015,Kharif     ,Telangana,411094.0,421667,747.9,64915853.54,135661.02,1.773,27.095,37.84,17.201
Moong(Green Gram),2015,Rabi       ,Telangana,152891.0,213712,747.9,24143017.81,50454.03,1.04,27.095,37.84,17.201
Onion,2015,Kharif     ,Telangana,5269.0,74452,747.9,832027.79,1738.77,13.508,27.095,37.84,17.201
Onion,2015,Rabi       ,Telangana,10462.0,315376,747.9,1652054.42,3452.46,28.959,27.095,37.84,17.201
Other  Rabi pulses,2015,Rabi       ,Telangana,54.0,21,747.9,8527.14,17.82,0.305,27.095,37.84,17.201
Other Kharif pulses,2015,Kharif     ,Telangana,100.0,37,747.9,15791.0,33.0,0.343,27.095,37.84,17.201
Potato,2015,Rabi       ,Telangana,2220.0,28466,747.9,350560.2,732.6,13.8,27.095,37.84,17.201
Ragi,2015,Kharif     ,Telangana,742.0,404,747.9,117169.22,244.86,0.667,27.095,37.84,17.201
Ragi,2015,Rabi       ,Telangana,178.0,110,747.9,28107.98,58.74,0.663,27.095,37.84,17.201
Rapeseed &Mustard,2015,Rabi       ,Telangana,1365.0,1665,747.9,215547.15,450.45,1.023,27.095,37.84,17.201
Rice,2015,Kharif     ,Telangana,748713.0,2197030,747.9,118229269.8,247075.29,2.822,27.095,37.84,17.201
Rice,2015,Rabi       ,Telangana,297475.0,850259,747.9,46974277.25,98166.75,2.786,27.095,37.84,17.201
Safflower,2015,Rabi       ,Telangana,3855.0,2581,747.9,608743.05,1272.15,0.806,27.095,37.84,17.201
Sesamum,2015,Kharif     ,Telangana,4012.0,148,747.9,633534.92,1323.96,0.069,27.095,37.84,17.201
Sesamum,2015,Rabi       ,Telangana,9865.0,2770,747.9,1557782.15,3255.45,0.243,27.095,37.84,17.201
Small millets,2015,Kharif     ,Telangana,1246.0,993,747.9,196755.86,411.18,0.8,27.095,37.84,17.201
Small millets,2015,Rabi       ,Telangana,64.0,51,747.9,10106.24,21.12,0.8,27.095,37.84,17.201
Soyabean,2015,Kharif     ,Telangana,242802.0,251597,747.9,38340863.82,80124.66,1.063,27.095,37.84,17.201
Soyabean,2015,Rabi       ,Telangana,394.0,420,747.9,62216.54,130.02,1.055,27.095,37.84,17.201
Sugarcane,2015,Kharif     ,Telangana,34895.0,2404655,747.9,5510269.45,11515.35,70.393,27.095,37.84,17.201
Sunflower,2015,Kharif     ,Telangana,910.0,828,747.9,143698.1,300.3,0.91,27.095,37.84,17.201
Sunflower,2015,Rabi       ,Telangana,10637.0,12502,747.9,1679688.67,3510.21,1.077,27.095,37.84,17.201
Sweet potato,2015,Rabi       ,Telangana,87.0,1230,747.9,13738.17,28.71,13.392,27.095,37.84,17.201
Tobacco,2015,Kharif     ,Telangana,1512.0,3702,747.9,238759.92,498.96,3.677,27.095,37.84,17.201
Tobacco,2015,Rabi       ,Telangana,4279.0,11455,747.9,675696.89,1412.07,3.426,27.095,37.84,17.201
Turmeric,2015,Kharif     ,Telangana,42535.0,184285,747.9,6716701.85,14036.55,4.352,27.095,37.84,17.201
Urad,2015,Kharif     ,Telangana,23955.0,11111,747.9,3782734.05,7905.15,0.485,27.095,37.84,17.201
Urad,2015,Rabi       ,Telangana,8126.0,6400,747.9,1283176.66,2681.58,0.77,27.095,37.84,17.201
Wheat,2015,Rabi       ,Telangana,4952.0,16902,747.9,781970.32,1634.16,2.948,27.095,37.84,17.201
other oilseeds,2015,Kharif     ,Telangana,3894.0,83261,747.9,614901.54,1285.02,21.38,27.095,37.84,17.201
Arhar/Tur,2015,Kharif     ,Tripura,4200.0,2885,2334.4,663222.0,1386.0,0.692,24.614,32.255,17.474
Cotton(lint),2015,Kharif     ,Tripura,904.0,1365,2334.4,142750.64,298.32,1.491,24.614,32.255,17.474
Cowpea(Lobia),2015,Kharif     ,Tripura,4315.0,3356,2334.4,681381.65,1423.95,0.776,24.614,32.255,17.474
Gram,2015,Rabi       ,Tripura,250.0,195,2334.4,39477.5,82.5,0.786,24.614,32.255,17.474
Groundnut,2015,Kharif     ,Tripura,529.0,606,2334.4,83534.39,174.57,1.141,24.614,32.255,17.474
Groundnut,2015,Rabi       ,Tripura,846.0,981,2334.4,133591.86,279.18,1.145,24.614,32.255,17.474
Jute,2015,Kharif     ,Tripura,650.0,5401,2334.4,102641.5,214.5,8.295,24.614,32.255,17.474
Maize,2015,Kharif     ,Tripura,7334.0,10101,2334.4,1158111.94,2420.22,1.385,24.614,32.255,17.474
Maize,2015,Rabi       ,Tripura,1412.0,2076,2334.4,222968.92,465.96,1.462,24.614,32.255,17.474
Masoor,2015,Rabi       ,Tripura,3177.0,2049,2334.4,501680.07,1048.41,0.654,24.614,32.255,17.474
Mesta,2015,Kharif     ,Tripura,627.0,5530,2334.4,99009.57,206.91,8.748,24.614,32.255,17.474
Moong(Green Gram),2015,Kharif     ,Tripura,2200.0,1111,2334.4,347402.0,726.0,0.506,24.614,32.255,17.474
Moong(Green Gram),2015,Rabi       ,Tripura,1028.0,565,2334.4,162331.48,339.24,0.539,24.614,32.255,17.474
Other  Rabi pulses,2015,Rabi       ,Tripura,604.0,495,2334.4,95377.64,199.32,0.816,24.614,32.255,17.474
Other Kharif pulses,2015,Kharif     ,Tripura,17.0,17,2334.4,2684.47,5.61,1.0,24.614,32.255,17.474
Peas & beans (Pulses),2015,Rabi       ,Tripura,2947.0,2549,2334.4,465360.77,972.51,0.861,24.614,32.255,17.474
Rapeseed &Mustard,2015,Rabi       ,Tripura,6418.0,5166,2334.4,1013466.38,2117.94,0.8,24.614,32.255,17.474
Rice,2015,Kharif     ,Tripura,199818.0,575826,2334.4,31553260.38,65939.94,2.895,24.614,32.255,17.474
Rice,2015,Summer     ,Tripura,69975.0,219022,2334.4,11049752.25,23091.75,3.046,24.614,32.255,17.474
Sesamum,2015,Kharif     ,Tripura,3898.0,2261,2334.4,615533.18,1286.34,0.584,24.614,32.255,17.474
Soyabean,2015,Kharif     ,Tripura,268.0,234,2334.4,42319.88,88.44,0.876,24.614,32.255,17.474
Sugarcane,2015,Whole Year ,Tripura,793.0,40492,2334.4,125222.63,261.69,51.839,24.614,32.255,17.474
Urad,2015,Kharif     ,Tripura,2300.0,1281,2334.4,363193.0,759.0,0.571,24.614,32.255,17.474
Urad,2015,Rabi       ,Tripura,1289.0,960,2334.4,203545.99,425.37,0.735,24.614,32.255,17.474
Wheat,2015,Rabi       ,Tripura,182.0,407,2334.4,28739.62,60.06,2.221,24.614,32.255,17.474
Arhar/Tur,2015,Kharif     ,Uttar Pradesh,264746.0,182359,596.7,41806040.86,87366.18,0.722,26.528,38.649,15.095
Bajra,2015,Kharif     ,Uttar Pradesh,974881.0,1775698,596.7,153943458.7,321710.73,1.444,26.528,38.649,15.095
Banana,2015,Summer     ,Uttar Pradesh,4582.0,203406,596.7,723543.62,1512.06,44.394,26.528,38.649,15.095
Barley,2015,Rabi       ,Uttar Pradesh,124744.0,270200,596.7,19698325.04,41165.52,2.11,26.528,38.649,15.095
Coriander,2015,Rabi       ,Uttar Pradesh,7474.0,2575,596.7,1180219.34,2466.42,0.346,26.528,38.649,15.095
Cotton(lint),2015,Kharif     ,Uttar Pradesh,7688.0,2658,596.7,1214012.08,2537.04,0.308,26.528,38.649,15.095
Dry chillies,2015,Kharif     ,Uttar Pradesh,13547.0,10260,596.7,2139206.77,4470.51,0.767,26.528,38.649,15.095
Garlic,2015,Rabi       ,Uttar Pradesh,33599.0,193621,596.7,5305618.09,11087.67,5.783,26.528,38.649,15.095
Ginger,2015,Kharif     ,Uttar Pradesh,955.0,425,596.7,150804.05,315.15,0.412,26.528,38.649,15.095
Gram,2015,Rabi       ,Uttar Pradesh,267629.0,163409,596.7,42261295.39,88317.57,0.708,26.528,38.649,15.095
Groundnut,2015,Kharif     ,Uttar Pradesh,96912.0,65405,596.7,15303373.92,31980.96,0.786,26.528,38.649,15.095
Guar seed,2015,Kharif     ,Uttar Pradesh,1755.0,1444,596.7,277132.05,579.15,0.823,26.528,38.649,15.095
Jowar,2015,Kharif     ,Uttar Pradesh,154827.0,104769,596.7,24448731.57,51092.91,0.884,26.528,38.649,15.095
Linseed,2015,Rabi       ,Uttar Pradesh,16715.0,3194,596.7,2639465.65,5515.95,0.164,26.528,38.649,15.095
Maize,2015,Kharif     ,Uttar Pradesh,605036.0,1118656,596.7,95541234.76,199661.88,1.64,26.528,38.649,15.095
Maize,2015,Rabi       ,Uttar Pradesh,10620.0,23341,596.7,1677004.2,3504.6,2.162,26.528,38.649,15.095
Maize,2015,Summer     ,Uttar Pradesh,87544.0,161869,596.7,13824073.04,28889.52,1.852,26.528,38.649,15.095
Masoor,2015,Rabi       ,Uttar Pradesh,334700.0,237749,596.7,52852477.0,110451.0,0.729,26.528,38.649,15.095
Moong(Green Gram),2015,Kharif     ,Uttar Pradesh,45628.0,9894,596.7,7205117.48,15057.24,0.245,26.528,38.649,15.095
Moong(Green Gram),2015,Summer     ,Uttar Pradesh,64569.0,40979,596.7,10196090.79,21307.77,0.617,26.528,38.649,15.095
Onion,2015,Rabi       ,Uttar Pradesh,10390.0,122238,596.7,1640684.9,3428.7,11.768,26.528,38.649,15.095
Onion,2015,Summer     ,Uttar Pradesh,13796.0,187324,596.7,2178526.36,4552.68,13.146,26.528,38.649,15.095
Peas & beans (Pulses),2015,Rabi       ,Uttar Pradesh,286340.0,284838,596.7,45215949.4,94492.2,1.0,26.528,38.649,15.095
Potato,2015,Rabi       ,Uttar Pradesh,612600.0,14112748,596.7,96735666.0,202158.0,22.635,26.528,38.649,15.095
Rapeseed &Mustard,2015,Rabi       ,Uttar Pradesh,593351.0,602616,596.7,93696056.41,195805.83,0.888,26.528,38.649,15.095
Rice,2015,Kharif     ,Uttar Pradesh,5837445.0,12434053,596.7,921790939.9,1926356.85,2.096,26.528,38.649,15.095
Rice,2015,Summer     ,Uttar Pradesh,24595.0,67107,596.7,3883796.45,8116.35,2.295,26.528,38.649,15.095
Sannhamp,2015,Kharif     ,Uttar Pradesh,1992.0,568,596.7,314556.72,657.36,0.281,26.528,38.649,15.095
Sesamum,2015,Kharif     ,Uttar Pradesh,545983.0,165537,596.7,86216175.53,180174.39,0.253,26.528,38.649,15.095
Small millets,2015,Kharif     ,Uttar Pradesh,8249.0,5322,596.7,1302599.59,2722.17,0.696,26.528,38.649,15.095
Small millets,2015,Summer     ,Uttar Pradesh,60.0,57,596.7,9474.6,19.8,0.962,26.528,38.649,15.095
Soyabean,2015,Kharif     ,Uttar Pradesh,35542.0,6221,596.7,5612437.22,11728.86,0.178,26.528,38.649,15.095
Sugarcane,2015,Kharif     ,Uttar Pradesh,2168888.0,145384798,596.7,342489104.1,715733.04,59.797,26.528,38.649,15.095
Sunflower,2015,Summer     ,Uttar Pradesh,2198.0,3534,596.7,347086.18,725.34,1.624,26.528,38.649,15.095
Sweet potato,2015,Kharif     ,Uttar Pradesh,14069.0,169588,596.7,2221635.79,4642.77,12.048,26.528,38.649,15.095
Tobacco,2015,Rabi       ,Uttar Pradesh,31216.0,137979,596.7,4929318.56,10301.28,4.409,26.528,38.649,15.095
Tobacco,2015,Summer     ,Uttar Pradesh,422.0,660,596.7,66638.02,139.26,1.594,26.528,38.649,15.095
Turmeric,2015,Rabi       ,Uttar Pradesh,875.0,971,596.7,138171.25,288.75,1.08,26.528,38.649,15.095
Urad,2015,Kharif     ,Uttar Pradesh,570013.0,165862,596.7,90010752.83,188104.29,0.376,26.528,38.649,15.095
Urad,2015,Summer     ,Uttar Pradesh,47215.0,27233,596.7,7455720.65,15580.95,0.6,26.528,38.649,15.095
Wheat,2015,Rabi       ,Uttar Pradesh,9644838.0,26874361,596.7,1523016369.0,3182796.54,2.768,26.528,38.649,15.095
Arhar/Tur,2015,Kharif     ,Uttarakhand,3334.0,2740,1247.6,526471.94,1100.22,0.751,19.035,29.125,10.433
Bajra,2015,Kharif     ,Uttarakhand,2.0,2,1247.6,315.82,0.66,1.0,19.035,29.125,10.433
Barley,2015,Rabi       ,Uttarakhand,18367.0,18061,1247.6,2900332.97,6061.11,1.085,19.035,29.125,10.433
Garlic,2015,Whole Year ,Uttarakhand,3564.0,21718,1247.6,562791.24,1176.12,5.617,19.035,29.125,10.433
Gram,2015,Rabi       ,Uttarakhand,646.0,540,1247.6,102009.86,213.18,0.794,19.035,29.125,10.433
Groundnut,2015,Kharif     ,Uttarakhand,929.0,1278,1247.6,146698.39,306.57,1.08,19.035,29.125,10.433
Horse-gram,2015,Kharif     ,Uttarakhand,11580.0,10292,1247.6,1828597.8,3821.4,0.894,19.035,29.125,10.433
Jowar,2015,Kharif     ,Uttarakhand,5.0,4,1247.6,789.55,1.65,0.8,19.035,29.125,10.433
Maize,2015,Kharif     ,Uttarakhand,22123.0,38135,1247.6,3493442.93,7300.59,1.593,19.035,29.125,10.433
Maize,2015,Summer     ,Uttarakhand,43.0,73,1247.6,6790.13,14.19,1.32,19.035,29.125,10.433
Masoor,2015,Rabi       ,Uttarakhand,10043.0,7523,1247.6,1585890.13,3314.19,0.729,19.035,29.125,10.433
Moong(Green Gram),2015,Kharif     ,Uttarakhand,3.0,2,1247.6,473.73,0.99,0.75,19.035,29.125,10.433
Moong(Green Gram),2015,Summer     ,Uttarakhand,15.0,9,1247.6,2368.65,4.95,0.847,19.035,29.125,10.433
Moth,2015,Kharif     ,Uttarakhand,15.0,8,1247.6,2368.65,4.95,0.53,19.035,29.125,10.433
Moth,2015,Rabi       ,Uttarakhand,15858.0,15520,1247.6,2504136.78,5233.14,0.721,19.035,29.125,10.433
